9/30/2021,"$83,360 "
6/30/2021,"$81,434 "
3/31/2021,"$89,584 "
12/31/2020,"$111,439 "
9/30/2020,"$64,698 "
6/30/2020,"$59,685 "
3/31/2020,"$58,313 "
12/31/2019,"$91,819 "
9/30/2019,"$64,040 "
6/30/2019,"$53,809 "
3/31/2019,"$58,015 "
