9/30/2021,"$18,534 "
6/30/2021,"$17,022 "
3/31/2021,"$15,613 "
12/31/2020,"$16,249 "
9/30/2020,"$14,707 "
6/30/2020,"$11,779 "
3/31/2020,"$18,025 "
12/31/2019,"$20,877 "
9/30/2019,"$19,120 "
6/30/2019,"$20,262 "
3/31/2019,"$14,922 "
