Date,Open,High,Low,Close,Adj Close,Volume
2016-12-13,103.750000,104.620003,102.279999,103.019997,93.877426,643874
2016-12-14,103.029999,103.879997,102.237503,102.430000,93.339783,437376
2016-12-15,103.000000,103.919998,102.330002,102.980003,93.840996,530049
2016-12-16,103.610001,104.980003,103.519997,104.190002,94.943604,1285923
2016-12-19,104.360001,104.769997,102.730003,104.660004,95.371902,413202
2016-12-20,105.010002,106.680000,105.010002,106.449997,97.003021,492571
2016-12-21,106.570000,107.324997,104.629997,104.639999,95.650200,433119
2016-12-22,104.809998,104.809998,102.129997,102.709999,93.885979,562741
2016-12-23,102.330002,102.879997,101.000000,102.699997,93.876831,300113
2016-12-27,103.220001,103.690002,102.410004,102.910004,94.068810,299749
2016-12-28,102.620003,103.177498,100.669998,100.809998,92.149223,322771
2016-12-29,100.669998,101.550003,100.230003,100.730003,92.076111,396953
2016-12-30,101.000000,101.239998,99.470001,100.050003,91.454506,388720
2017-01-03,100.180000,100.930000,98.540001,100.480003,91.847572,848965
2017-01-04,100.500000,103.669998,100.500000,103.570000,94.672104,760935
2017-01-05,103.010002,103.320000,101.620003,101.690002,92.953613,516111
2017-01-06,101.980003,103.400002,101.500000,102.169998,93.392387,436025
2017-01-09,102.010002,102.370003,100.839996,101.059998,92.377747,495076
2017-01-10,100.980003,102.389999,100.919998,101.860001,93.109016,494384
2017-01-11,102.050003,102.180000,101.012001,101.629997,92.898766,382577
2017-01-12,101.820000,101.820000,100.160004,101.650002,92.917038,420677
2017-01-13,102.040001,102.919998,101.580002,102.889999,94.050522,330371
2017-01-17,102.050003,102.480003,100.239998,100.919998,92.249771,382308
2017-01-18,101.180000,101.709999,100.665001,101.540001,92.816521,297893
2017-01-19,101.769997,102.470001,100.010002,100.790001,92.130928,274955
2017-01-20,100.739998,101.012100,98.830002,99.559998,91.006607,495189
2017-01-23,99.419998,99.690002,98.120003,98.430000,89.973686,365151
2017-01-24,98.519997,101.480003,98.519997,101.410004,92.697678,889941
2017-01-25,101.720001,105.550003,101.720001,105.260002,96.216911,812554
2017-01-26,105.430000,106.334999,104.930000,106.040001,96.929909,471671
2017-01-27,105.769997,105.919998,104.455002,105.190002,96.152931,442364
2017-01-30,104.300003,105.184998,103.000000,104.239998,95.284538,548924
2017-01-31,104.300003,104.300003,102.970001,103.500000,94.608124,507099
2017-02-01,103.760002,104.959999,103.489998,104.059998,95.120003,508216
2017-02-02,104.070000,104.489700,102.769997,103.440002,94.553268,331679
