9/30/2021,"$6,951 "
6/30/2021,"$5,758 "
3/31/2021,"$6,150 "
12/31/2020,"$5,777 "
9/30/2020,"$6,721 "
6/30/2020,"$5,421 "
3/31/2020,"$5,949 "
12/31/2019,"$6,103 "
9/30/2019,"$6,940 "
6/30/2019,"$5,873 "
3/31/2019,"$6,163 "
