9/30/2021,"$73,786 "
6/30/2021,"$67,742 "
3/31/2021,"$59,147 "
12/31/2020,"$46,540 "
9/30/2020,"$46,199 "
6/30/2020,"$32,605 "
3/31/2020,"$56,158 "
12/31/2019,"$67,173 "
9/30/2019,"$65,049 "
6/30/2019,"$69,091 "
3/31/2019,"$63,625 "
