Date,Open,High,Low,Close,Adj Close,Volume
2016-12-13,104.199997,104.309998,103.709999,103.849998,99.448860,7392771
2016-12-14,103.620003,104.409698,103.500000,104.050003,99.640396,7959458
2016-12-15,103.849998,105.639999,103.820000,104.389999,99.965973,8744984
2016-12-16,104.709999,104.724998,103.750000,103.910004,99.506325,12635066
2016-12-19,105.699997,106.260002,105.065002,105.300003,100.837410,11474486
2016-12-20,105.639999,106.199997,105.059998,105.459999,100.990623,8946832
2016-12-21,104.610001,105.910004,104.510002,105.559998,101.086388,5202235
2016-12-22,104.959999,105.489998,104.699997,105.419998,100.952332,5230549
2016-12-23,105.239998,105.339996,104.750000,105.150002,100.693779,3238753
2016-12-27,104.849998,105.556000,104.779999,105.169998,100.712921,3639540
2016-12-28,104.989998,105.320000,104.059998,104.300003,99.879791,5178595
2016-12-29,104.230003,104.769997,103.870003,104.559998,100.128777,5896763
2016-12-30,104.570000,105.000000,103.959999,104.220001,99.803185,6982680
2017-01-03,105.300003,106.900002,105.205002,106.080002,101.584351,8882023
2017-01-04,106.639999,107.500000,106.250000,107.440002,102.886711,8321566
2017-01-05,107.169998,107.617104,106.790001,107.379997,102.829262,6301720
2017-01-06,108.014999,109.349998,107.750000,108.980003,104.361458,9551259
2017-01-09,108.580002,108.830002,108.110001,108.360001,103.767731,6194995
2017-01-10,107.900002,108.820000,107.349998,108.379997,103.786880,7901786
2017-01-11,108.540001,109.490097,108.379997,109.440002,104.801956,7616308
2017-01-12,108.120003,109.000000,107.430000,107.529999,102.972908,8218823
2017-01-13,107.160004,108.349998,106.900002,108.059998,103.480438,6488723
2017-01-17,107.910004,108.930000,107.650002,107.970001,103.394264,7586333
2017-01-18,106.930000,108.400002,106.809998,108.160004,103.576210,7162759
2017-01-19,107.919998,108.010002,107.080002,107.279999,102.733505,5350111
2017-01-20,107.349998,107.820000,107.180000,107.660004,103.097389,5648910
2017-01-23,107.339996,107.680000,106.570000,107.120003,102.580284,5716566
2017-01-24,107.199997,108.059998,107.080002,107.900002,103.327232,5456036
2017-01-25,108.230003,108.419998,108.000000,108.040001,103.461288,6177853
2017-01-26,108.209999,108.620003,107.980003,108.059998,103.480438,6087088
2017-01-27,108.489998,109.400002,108.150002,109.300003,104.667900,5577857
2017-01-30,109.860001,111.050003,108.959999,110.940002,106.238388,13792438
2017-01-31,110.589996,110.800003,109.980003,110.650002,105.960686,8484249
2017-02-01,110.709999,111.989998,110.675003,111.300003,106.583145,10498619
2017-02-02,111.209999,111.540001,110.550003,110.610001,105.922379,6514352
2017-02-03,110.900002,111.150002,110.209999,110.300003,105.625519,7923095
2017-02-06,109.919998,110.150002,109.300003,109.570000,104.926445,6892872
2017-02-07,109.650002,109.730003,108.773903,109.000000,104.380600,10170774
2017-02-08,109.559998,111.419998,108.980003,109.000000,104.380600,13614013
2017-02-09,109.070000,109.849998,109.000000,109.489998,104.849846,6369569
2017-02-10,109.349998,109.800003,108.581398,109.260002,104.629593,7671640
2017-02-13,108.949997,109.900002,108.900002,109.650002,105.003059,5654040
2017-02-14,109.800003,110.330002,109.529999,110.330002,105.654236,4768328
2017-02-15,109.910004,110.680000,109.801003,110.180000,105.510597,7086872
2017-02-16,110.339996,110.870003,110.089996,110.709999,106.018127,7179615
2017-02-17,110.239998,110.500000,109.519997,110.059998,105.395676,6349161
2017-02-21,109.940002,110.209999,109.800003,110.010002,105.347809,5431830
2017-02-22,109.690002,110.279999,109.529999,110.120003,105.453148,5477848
2017-02-23,110.300003,110.489998,109.589996,109.730003,105.079666,5470661
2017-02-24,109.620003,110.320000,109.099998,110.320000,105.644669,4786814
2017-02-27,109.930000,110.470001,109.830002,110.230003,105.558479,3547459
2017-02-28,110.000000,110.400002,109.830002,110.089996,105.424423,4765838
2017-03-01,110.660004,111.800003,110.660004,111.040001,106.334145,7417960
2017-03-02,111.000000,111.205002,110.449997,110.589996,105.903214,4715623
2017-03-03,110.339996,111.500000,110.040001,111.239998,106.525673,5843786
2017-03-06,110.772003,110.980003,110.089996,110.669998,105.979828,4983166
2017-03-07,110.699997,110.930000,110.160004,110.860001,106.161781,5114392
2017-03-08,110.870003,111.320000,110.654999,110.839996,106.142616,4929855
2017-03-09,110.900002,111.320000,110.690002,111.029999,106.324577,4005630
2017-03-10,111.400002,111.500000,110.690002,110.919998,106.219231,4027005
2017-03-13,110.919998,111.680000,110.820000,111.519997,106.793793,5212062
2017-03-14,111.730003,112.889999,111.720001,112.309998,107.550323,7273535
2017-03-15,112.430000,112.449997,111.150002,111.870003,107.128983,5319427
2017-03-16,112.180000,112.320000,111.400002,111.709999,106.975754,4409284
2017-03-17,111.870003,112.089996,111.175003,111.760002,107.023643,9061094
2017-03-20,112.070000,113.160004,112.050003,112.709999,107.933365,8156298
2017-03-21,112.970001,113.099998,111.540001,111.750000,107.014053,7109694
2017-03-22,111.849998,112.180000,111.349998,112.080002,107.330070,5043379
2017-03-23,111.709999,112.980003,111.660004,112.239998,107.483299,8307922
2017-03-24,112.400002,112.580002,111.680000,112.139999,107.387543,4706397
2017-03-27,111.809998,112.550003,111.449997,112.379997,107.617363,4469650
2017-03-28,112.599998,113.239998,112.019997,113.050003,108.258972,6280839
2017-03-29,112.660004,112.940002,112.309998,112.529999,107.761002,3781026
2017-03-30,112.529999,113.294998,112.276802,113.180000,108.383453,4191653
2017-03-31,113.000000,113.709999,112.949997,113.389999,108.584557,4617277
2017-04-03,113.180000,113.650002,112.430000,113.199997,108.402611,4643409
2017-04-04,113.150002,113.550003,112.830002,113.040001,108.249382,3385987
2017-04-05,113.580002,113.839996,112.790001,113.000000,108.211090,4794995
2017-04-06,112.849998,113.420097,112.389999,113.050003,108.258972,4743906
